Date,SP500_Returns,VIX,Treasury_10Y,Yield_Spread,SP500_Volatility
2001-04-26,0.4695844989827114,25.96,5.2,1.06,1.9294354674821088
2001-04-27,1.50099058773554,24.02,5.34,1.06,1.935395744166992
2001-04-30,-0.2865079406830118,25.48,5.35,1.05,1.9363815691951585
2001-05-01,1.3589855617309743,24.2,5.3,1.07,1.9080527061027996
2001-05-02,0.0781807547532098,24.23,5.31,1.04,1.6714699472277224
2001-05-03,-1.487269265949498,25.78,5.22,1.0,1.729032695206279
2001-05-04,1.44404282716879,23.91,5.21,1.07,1.505979076029743
2001-05-07,-0.2447458666668511,24.86,5.21,1.09,1.4009575738435636
2001-05-08,-0.1828286737655893,24.44,5.24,1.14,1.4097794691752572
2001-05-09,-0.4487719892564135,24.35,5.2,1.13,1.327090110163609
2001-05-10,-0.0286717540152081,24.0,5.31,1.14,1.323470330257651
2001-05-11,-0.7576610015040175,23.54,5.51,1.15,1.3184825096532276
2001-05-14,0.2609037614572873,24.26,5.46,1.17,1.3112396013276009
2001-05-15,0.0416277617977245,23.71,5.5,1.22,1.300665713846783
2001-05-16,2.845278724491007,21.89,5.48,1.23,1.160069560311673
2001-05-17,0.2723756625809592,21.47,5.46,1.13,1.1332207825971703
2001-05-18,0.2693052122580974,21.23,5.41,1.04,1.1087627047840878
2001-05-21,1.615374759914645,20.76,5.41,1.04,1.0760030484181422
2001-05-22,-0.2627873591674268,21.35,5.42,1.08,1.0225293878737285
2001-05-23,-1.552639873747497,22.08,5.41,1.12,1.070509551539388
2001-05-24,0.3196148296129353,20.57,5.52,1.2,1.069380032165648
2001-05-25,-1.1815947460596443,20.6,5.52,1.21,1.0708283660393685
2001-05-29,-0.7794067426248774,22.14,5.54,1.21,1.0858461183166763
2001-05-30,-1.5655514748746049,22.76,5.54,1.2,1.101207798505756
2001-05-31,0.6201517937073353,22.64,5.43,1.21,1.111594642850238
2001-06-01,0.386209637024959,21.59,5.39,1.17,1.0610171395301886
2001-06-04,0.5108348086146242,21.38,5.35,1.16,1.0162214064753718
2001-06-05,1.2990159597655817,19.58,5.29,1.17,1.0540309256996732
2001-06-06,-1.0548639777156588,20.39,5.27,1.15,1.0832820974802668
2001-06-07,0.5456510067294751,19.67,5.33,1.19,1.0824672951759031
2001-06-08,-0.939731891921658,19.92,5.38,1.21,1.1066313331898527
2001-06-11,-0.8355953243949998,20.7,5.32,1.21,1.1097378420553283
2001-06-12,0.1163881185636706,20.7,5.27,1.18,1.1086986381190562
2001-06-13,-1.134689674485312,21.45,5.28,1.2,1.1390304115764178
2001-06-14,-1.7501595438172537,23.12,5.26,1.22,0.9821868009556745
2001-06-15,-0.4516882772492181,22.81,5.27,1.26,0.9750390847481922
2001-06-18,-0.4883174439339166,23.17,5.27,1.29,0.9667947273725944
2001-06-19,0.3434127056842095,22.34,5.26,1.27,0.8690381442926673
2001-06-20,0.8708752392797781,21.71,5.24,1.26,0.913783409767644
2001-06-21,1.1364213620349783,19.38,5.22,1.23,0.9231474331319908
2001-06-22,-0.9450028380182384,20.02,5.14,1.21,0.928856484879229
2001-06-25,-0.5508630297048178,20.67,5.16,1.2,0.9065331552107756
2001-06-26,-0.1509901409137759,21.2,5.24,1.21,0.8974554378530176
2001-06-27,-0.4676405725775434,20.88,5.26,1.2,0.8414885123102837
2001-06-28,1.2493089213528652,20.01,5.35,1.13,0.8824414943343756
2001-06-29,-0.1484216572772756,19.06,5.42,1.17,0.8745031789397958
2001-07-02,1.0078542422369496,18.76,5.37,1.16,0.9007097047421048
2001-07-03,-0.1835516192044139,18.92,5.41,1.17,0.8367345454493179
2001-07-05,-1.2321245525637623,20.09,5.44,1.2,0.8472330160936937
2001-07-06,-2.349826502045349,21.63,5.41,1.25,0.9537260480628114
2001-07-09,0.6878995885808203,22.48,5.37,1.22,0.9696363192582024
2001-07-10,-1.4397979065223998,23.25,5.32,1.24,0.997402479794122
2001-07-11,-0.1134103356830174,24.01,5.31,1.24,0.9937424024435288
2001-07-12,2.3691267149943185,22.09,5.27,1.2,1.1382220866802704
2001-07-13,0.6241030816857895,21.14,5.27,1.15,1.0828562722451955
2001-07-16,-1.0882881971022609,22.91,5.21,1.14,1.1055899337730477
2001-07-17,0.9971300861786324,22.61,5.22,1.13,1.123876273588275
2001-07-18,-0.5541633010651026,23.6,5.12,1.16,1.1286473547179028
2001-07-19,0.6052826282955781,22.51,5.13,1.15,1.1192101498161564
2001-07-20,-0.3432078384125181,22.34,5.15,1.17,1.0866641347741326
2001-07-23,-1.6368622611130257,23.74,5.13,1.15,1.1252621460406833
2001-07-24,-1.6271634136927229,25.24,5.13,1.16,1.1709597173521822
2001-07-25,1.6079857831039934,24.0,5.2,1.22,1.2381521277615677
2001-07-26,1.0449532191457944,23.01,5.19,1.25,1.260621495295029
2001-07-27,0.240237790153297,22.0,5.13,1.26,1.2266214362986525
2001-07-30,-0.1078043833835251,22.69,5.11,1.25,1.226529907794898
2001-07-31,0.5570651237587043,21.62,5.07,1.28,1.2096168725031753
2001-08-01,0.3880413561401896,20.56,5.11,1.28,1.2142110869173612
2001-08-02,0.3963999634972737,20.09,5.17,1.28,1.186358915683976
2001-08-03,-0.5242698680370639,19.89,5.2,1.29,1.0583253579013596
2001-08-06,-1.142174446908939,21.89,5.19,1.31,1.0840020484852515
2001-08-07,0.3265397182035334,21.01,5.2,1.3,1.0300495726620071
2001-08-08,-1.7328125783906967,22.32,4.99,1.22,1.108454030543223
2001-08-09,-0.0084472369490162,21.75,5.04,1.27,0.9609352566309156
2001-08-10,0.5686842621282606,20.55,4.99,1.26,0.9588183388531032
2001-08-13,0.0949456249882629,20.42,4.97,1.27,0.9308314723566574
2001-08-14,-0.3827832386929519,20.48,4.97,1.23,0.9003596066425034
2001-08-15,-0.7339463130492052,20.91,5.0,1.2,0.9058924519847762
2001-08-16,0.30899429450153,21.54,4.95,1.2,0.8957653832174347
2001-08-17,-1.6663052745311324,23.84,4.84,1.17,0.9585841709627824
2001-08-20,0.8124188847023373,22.87,4.91,1.17,0.9212775275732568
2001-08-21,-1.2079480285459132,24.4,4.87,1.18,0.8883810392417915
2001-08-22,0.6956128061277544,22.44,4.91,1.15,0.8190488191941675
2001-08-23,-0.2763292695957098,22.23,4.89,1.17,0.7735519876110388
2001-08-24,1.9654319856812648,19.71,4.93,1.17,0.9064440402837416
2001-08-27,-0.4827367451372688,20.56,4.94,1.16,0.910840992822226
2001-08-28,-1.5010008190401547,22.0,4.85,1.14,0.9479425044469444
2001-08-29,-1.1149237684562108,23.03,4.78,1.11,0.9579685087393688
2001-08-30,-1.7003925176352408,25.41,4.79,1.18,0.9940762877273582
2001-08-31,0.4029943083662779,24.92,4.85,1.21,1.008757636176919
2001-09-04,-0.0564595946690005,25.85,4.99,1.16,0.99232359930125
2001-09-05,-0.1059148087219519,26.35,4.97,1.18,0.9829776225685692
2001-09-06,-2.239027165158736,28.61,4.86,1.21,1.0271728158313125
2001-09-07,-1.8637016144416372,30.99,4.8,1.27,1.0789446137313286
2001-09-10,0.6225947782446006,31.84,4.84,1.31,1.08161950327115
2001-09-17,-4.921560547784553,41.76,4.63,1.67,1.4681610528603315
2001-09-18,-0.5804970478062166,38.87,4.72,1.76,1.4667743712951686
2001-09-19,-1.6112491823485176,40.56,4.69,1.88,1.4814502161514524
2001-09-20,-3.105993338932478,43.74,4.75,1.84,1.5510480060224936
2001-09-21,-1.9034260317110752,42.66,4.7,1.79,1.5581300994856877
2001-09-24,3.8983252112168474,37.75,4.73,1.79,1.8609015226622363
2001-09-25,0.8789682811224164,35.81,4.72,1.84,1.892369509545682
2001-09-26,-0.5166646648616657,35.26,4.65,1.83,1.866235941178924
2001-09-27,1.1489124142700646,34.0,4.58,1.8,1.9103797154453948
2001-09-28,2.1921988175857665,31.93,4.6,1.74,1.927251321110112
2001-10-01,-0.2295898623023706,32.32,4.55,1.73,1.929085810315384
2001-10-02,1.2305528501956209,31.18,4.53,1.76,1.9595356318192851
2001-10-03,1.992721040766932,31.34,4.5,1.73,2.028434081692469
2001-10-04,-0.2471392119277049,31.97,4.53,1.78,2.0023715769015613
2001-10-05,0.1636079758431829,33.39,4.52,1.81,1.9989710160261025
2001-10-09,-0.5355541696520527,34.83,4.62,1.88,1.999240468759396
2001-10-10,2.2938244839720845,31.6,4.61,1.83,2.080996689683926
2001-10-11,1.520834015585848,31.5,4.69,1.81,2.053575965562432
2001-10-12,-0.5266877171196449,35.27,4.68,1.87,2.0102871511199467
2001-10-15,-0.1529834569654165,35.31,4.62,1.84,2.006913886159857
2001-10-16,0.6935960961869103,32.88,4.59,1.82,1.6327901110538807
2001-10-17,-1.863264438138912,35.08,4.59,1.79,1.6944752125499485
2001-10-18,-0.7873047505638664,34.95,4.58,1.81,1.6560104143961114
2001-10-19,0.4557317621906032,34.11,4.63,1.86,1.4480946735354694
2001-10-22,1.5296087718508211,32.25,4.63,1.84,1.3501976800653324
2001-10-23,-0.4697674100833326,32.0,4.66,1.85,1.134318989752764
2001-10-24,0.0387103250114373,30.95,4.61,1.89,1.132709006077108
2001-10-25,1.3720987208263535,29.46,4.56,1.93,1.1312978648755785
2001-10-26,0.410877262013698,28.42,4.53,1.9,1.12069542034685
2001-10-29,-2.381830408229002,31.64,4.5,1.95,1.210451534171773
2001-10-30,-1.7165917580863832,33.46,4.44,1.96,1.2833432720469498
2001-10-31,-0.0009445045958234,33.56,4.3,1.86,1.2581184926066649
2001-11-01,2.2948107736279866,32.31,4.24,1.75,1.283723549350358
2001-11-02,0.2859492349182924,30.71,4.37,1.89,1.2815688243123486
2001-11-05,1.4385591750238236,30.5,4.31,1.85,1.3145486554940986
2001-11-06,1.4526150690715944,28.8,4.3,1.93,1.3314621131641762
2001-11-07,-0.2734869924297167,29.13,4.22,1.9,1.2498049957007455
2001-11-08,0.2455628351381245,28.62,4.32,1.9,1.2089087028370595
2001-11-09,0.1582437346394405,27.44,4.34,1.89,1.1998211086858117
2001-11-13,1.856340309336213,26.47,4.41,1.87,1.25706395383326
2001-11-14,0.1861130534725363,26.56,4.54,1.84,1.2524753124453936
2001-11-15,0.0902576504001828,25.56,4.79,1.81,1.1544886507395344
2001-11-16,-0.3142917294968739,25.07,4.91,1.82,1.1355313062009034
2001-11-19,1.0898901254644544,24.46,4.8,1.88,1.1479271543281733
2001-11-20,-0.7297642161543494,24.12,4.88,1.92,1.1383809185290048
2001-11-21,-0.4927104050553632,24.19,4.98,1.87,1.139157468381375
2001-11-23,1.1705879511087591,23.25,5.04,1.84,1.156071351637784
2001-11-26,0.6154770185656577,23.79,5.05,1.83,1.131505526001162
2001-11-27,-0.6842843258801135,24.0,4.98,1.87,1.150630572532022
2001-11-28,-1.825139666702913,25.9,4.98,1.86,1.089633901529936
2001-11-29,1.0349777973346352,25.18,4.79,1.92,0.9992348339387532
2001-11-30,-0.0657779365127342,23.84,4.78,1.94,1.0006396869149987
2001-12-03,-0.8381172642107582,25.77,4.75,1.93,0.9270826885732564
2001-12-04,1.3187029022137864,24.08,4.7,1.89,0.9591534165924608
2001-12-05,2.23182439448415,23.02,4.92,1.85,1.0241456903190442
2001-12-06,-0.277694712504517,23.71,5.04,1.85,0.9953419443317248
2001-12-07,-0.7531417338754176,23.49,5.2,2.01,1.013592280010449
2001-12-10,-1.586794895412269,25.62,5.17,2.07,1.0893219862514605
2001-12-11,-0.2780910929572111,25.3,5.13,2.1,1.0926531101184582
2001-12-12,0.0272649038297378,24.87,5.02,2.05,1.010241830562922
2001-12-13,-1.5557478644108724,25.91,5.13,2.04,1.066502720521713
2001-12-14,0.3314299809999088,24.63,5.24,2.04,1.0700191736879647
2001-12-17,1.0034832359149704,24.26,5.26,2.05,1.09505215963457
2001-12-18,0.7546157043874402,23.29,5.16,2.03,1.0797360945611352
2001-12-19,0.5809693060869314,22.58,5.08,1.97,1.0747910178581146
2001-12-20,-0.8377122022309003,23.67,5.08,1.93,1.0864220408125915
2001-12-21,0.4351109896044258,22.5,5.12,1.95,1.0574279340921655
2001-12-24,-0.0209618593318472,22.62,5.18,1.96,1.0468709156513605
2001-12-26,0.4123505527849902,22.29,5.22,1.96,1.04061505491535
2001-12-27,0.6751533273525068,21.59,5.13,1.94,0.955976981671256
2001-12-28,0.3361778393112802,21.4,5.15,1.99,0.9336540057065728
2001-12-31,-1.114542665835072,23.8,5.07,2.0,0.971810714256638
2002-01-02,0.5740094891362402,22.71,5.2,1.98,0.9556486800683104
2002-01-03,0.9180090573510656,21.34,5.16,1.97,0.9329684342079722
2002-01-04,0.6213143831922618,20.45,5.18,1.99,0.7984307118659244
2002-01-07,-0.6498874255845943,21.94,5.09,2.01,0.809801132292201
2002-01-08,-0.358836770714277,21.83,5.1,2.03,0.7953335763872054
2002-01-09,-0.4798740836654547,22.13,5.1,2.07,0.7123002887782125
2002-01-10,0.1220660839211351,22.36,5.0,2.06,0.7076510632487921
2002-01-11,-0.9467876684872144,22.6,4.92,2.16,0.7446542899758326
2002-01-14,-0.627613613781075,23.58,4.91,2.12,0.6645886638166627
2002-01-15,0.6834011465972845,22.7,4.88,2.09,0.6759805186501903
2002-01-16,-1.624512172419068,23.45,4.88,2.04,0.7439413784052233
2002-01-17,1.003047183988226,22.25,4.98,2.02,0.759594853149529
2002-01-18,-0.9922071491006434,22.52,4.94,2.03,0.7759154609701271
2002-01-22,-0.7334200485323628,23.61,4.96,1.99,0.770986286096998
2002-01-23,0.7924520153362424,21.88,5.05,1.98,0.787715859189067
2002-01-24,0.3518915877006145,21.15,5.07,1.92,0.7933428130015351
2002-01-25,0.0998105249697234,21.01,5.1,1.93,0.786767971403986
2002-01-28,-0.0194100926018681,21.14,5.12,1.93,0.7673504138689
2002-01-29,-2.8612820387958315,24.35,5.02,1.97,0.9759364153478386
2002-01-30,1.1747648157926616,23.22,5.02,1.96,1.0045304384437714
2002-01-31,1.4933956271208082,21.09,5.07,1.91,1.058860543904688
2002-02-01,-0.7078393510550951,21.12,5.02,1.94,1.038673466364385
2002-02-04,-2.473713328594973,24.87,4.94,1.95,1.138319197333735
2002-02-05,-0.4038523913263647,25.45,4.92,1.93,1.136095424147777
2002-02-06,-0.5972376331605855,26.09,4.92,1.94,1.1377139355782495
2002-02-07,-0.3082542653237707,25.11,4.93,1.94,1.1372294681493846
2002-02-08,1.4858703819622845,23.26,4.9,1.95,1.2045785745077169
2002-02-11,1.434016084658829,21.78,4.91,1.96,1.2499793735744182
2002-02-12,-0.3992968721525436,21.62,4.97,1.93,1.246343756412294
2002-02-13,0.9941318072799188,20.85,5.01,1.92,1.2588921501884245
2002-02-14,-0.1814940661371777,21.77,4.95,1.88,1.208127155939079
2002-02-15,-1.1016701573680177,22.37,4.86,1.89,1.2039260984775746
2002-02-19,-1.8873813034917089,24.43,4.88,1.9,1.2526311993489498
2002-02-20,1.3513776940142774,22.66,4.88,1.88,1.291387451410617
2002-02-21,-1.5510327692499937,23.8,4.88,1.88,1.3134075915198296
2002-02-22,0.8224261112921738,22.86,4.84,1.87,1.3280475502704974
2002-02-25,1.7975196822479944,21.84,4.86,1.85,1.3993400826524427
2002-02-26,-0.0045112197887164,21.68,4.93,1.85,1.3993874977241256
2002-02-27,0.0459725038652436,21.49,4.84,1.75,1.238831543479644
2002-02-28,-0.2847159752751182,21.59,4.88,1.82,1.2117266880359527
2002-03-01,2.2634291353989644,19.96,4.98,1.8,1.2731489973172787
2002-03-04,1.9491364003959568,20.5,5.02,1.78,1.331092390418284
2002-03-05,-0.6673326804381263,20.3,5.02,1.77,1.1985571257230458
2002-03-06,1.4509575331346891,19.94,5.06,1.8,1.2178941659389564
2002-03-07,-0.4497863189539708,20.04,5.22,1.86,1.2124158603300432
2002-03-08,0.5848626658938816,19.27,5.33,1.73,1.2037783251091698
2002-03-11,0.339252516348254,19.84,5.33,1.74,1.1754406696078137
2002-03-12,-0.2294055851038812,19.59,5.32,1.76,1.1514665654410683
2002-03-13,-0.9857745214894464,19.46,5.28,1.79,1.1758701955494235
2002-03-14,-0.0909744291092806,19.2,5.4,1.77,1.162883579490929
2002-03-15,1.1378611906534442,18.42,5.35,1.72,1.1798766839715562
2002-03-18,-0.0523071734310987,18.93,5.32,1.65,1.140472789848834
2002-03-19,0.4066741054269407,18.16,5.33,1.69,1.02037448725115
2002-03-20,-1.5756831948543717,18.46,5.4,1.69,1.0834457760664105
2002-03-21,0.151060491492383,18.15,5.39,1.66,0.9984292179676868
2002-03-22,-0.4238953868639261,17.77,5.4,1.63,1.004978280640647
2002-03-25,-1.465130736491982,18.48,5.41,1.63,1.0084505108932271
2002-03-26,0.5848723922133869,18.13,5.35,1.67,1.013680389001071
2002-03-27,0.5349160618494997,17.7,5.35,1.69,1.0173235947711885
2002-03-28,0.2455100300232437,17.4,5.42,1.7,1.012049690418488
2002-04-01,-0.0740790468006569,18.73,5.44,1.7,0.8866444931780604
2002-04-02,-0.8530037298018711,19.16,5.36,1.73,0.789957122137557
2002-04-03,-0.9993301359980666,20.2,5.3,1.75,0.8064512003189233
2002-04-04,0.083520649178892,19.78,5.28,1.71,0.7227133346739865
2002-04-05,-0.3205058384777581,19.13,5.22,1.73,0.7205273272807574
2002-04-08,0.2280208632783775,19.61,5.25,1.74,0.7056347323254801
2002-04-09,-0.6656053083536673,19.47,5.22,1.74,0.7033927826770855
2002-04-10,1.1334694329529604,18.19,5.24,1.76,0.7655193990127385
2002-04-11,-2.368928851795904,20.3,5.22,1.75,0.8963022371484641
2002-04-12,0.6632359401634425,19.42,5.18,1.77,0.91759328323419
2002-04-15,-0.7614657710675932,19.82,5.15,1.77,0.8709635626628951
2002-04-16,2.341838932074425,18.11,5.2,1.77,1.049598685720104
2002-04-17,-0.2038381770233188,18.43,5.24,1.83,1.0411950346057317
2002-04-18,-0.1420849203204621,19.29,5.23,1.85,0.9885979150325268
2002-04-19,0.0622580647262394,18.3,5.21,1.85,0.9875362063280462
2002-04-22,-1.5411082070602822,19.77,5.19,1.82,1.0360372408941718
2002-04-23,-0.6201308314187082,20.28,5.18,1.79,0.9971951866349482
2002-04-24,-0.7102843487971744,20.77,5.11,1.83,0.990108991579736
2002-04-25,-0.1518592456082879,20.95,5.1,1.85,0.9751345081093592
2002-04-26,-1.3889429445308576,22.14,5.08,1.86,1.0010899165768683
2002-04-29,-1.0099222963083632,24.05,5.13,1.87,1.0110851208576963
2002-04-30,1.0765491857052112,21.91,5.11,1.87,1.0528855350491404
2002-05-01,0.88585192984596,20.06,5.08,1.87,1.06793932799033
2002-05-02,-0.1748709029378847,20.07,5.13,1.88,1.066266230842854
2002-05-03,-1.0262230103922243,20.19,5.08,1.91,1.0825938099564845
2002-05-06,-1.933988124690189,22.56,5.1,1.91,1.1419537440766925
2002-05-07,-0.3020940634939073,21.94,5.09,1.95,1.139166935722322
2002-05-08,3.750391687182497,20.39,5.24,1.92,1.427362323524143
2002-05-09,-1.4547427263143953,21.56,5.2,1.93,1.3668560931535647
2002-05-10,-1.6793896950864529,22.41,5.15,1.96,1.3951966655808707
2002-05-13,1.8550003829920003,20.72,5.23,1.95,1.4655314064850211
2002-05-14,2.1143509403148686,19.35,5.32,1.92,1.446187123482752
2002-05-15,-0.56595243164973,19.19,5.28,1.91,1.4494265852378658
2002-05-16,0.6562397034250766,18.5,5.2,1.92,1.460544009881115
2002-05-17,0.7612235597496797,17.7,5.27,1.86,1.4731391874042217
2002-05-20,-1.329305469220976,19.24,5.21,1.88,1.4627544108124628
2002-05-21,-1.099021865620475,20.05,5.18,1.9,1.4762222146731754
2002-05-22,0.5685830481789278,19.58,5.13,1.9,1.475470938862551
2002-05-23,1.018391588049283,18.23,5.16,1.88,1.493165178168354
2002-05-24,-1.208663934879506,18.9,5.16,1.88,1.4846294106762077
2002-05-28,-0.8552986584789424,20.31,5.16,1.86,1.4792389442205671
2002-05-29,-0.6411999753712316,20.39,5.11,1.87,1.4664857171570729
2002-05-30,-0.2809883206225883,20.61,5.06,1.89,1.451135246377259
2002-05-31,0.2329363730329881,19.98,5.08,1.86,1.4527645134760456
2002-06-03,-2.479521016388564,23.37,5.06,1.87,1.5369642810103978
