Date,SP500_Returns,VIX,Treasury_10Y,Yield_Spread,Inflation_YoY,CPI
2009-02-23,-3.469900802116344,52.62,2.78,1.82,-0.1609290594590473,212.174
2009-02-24,4.010331464253336,45.49,2.8,1.77,-0.1609290594590473,212.174
2009-02-25,-1.0657824039959851,44.67,2.95,1.86,-0.1609290594590473,212.174
2009-02-26,-1.577984957375933,44.66,2.98,1.9,-0.1609290594590473,212.174
2009-02-27,-2.356440342662092,46.35,3.02,2.02,-0.1609290594590473,212.174
2009-03-02,-4.662016661802437,52.65,2.91,2.02,-0.1609290594590473,212.174
2009-03-03,-0.6406766626880556,50.93,2.93,2.02,-0.1609290594590473,212.174
2009-03-04,2.375307342984989,47.56,3.01,2.04,-0.1609290594590473,212.174
2009-03-05,-4.253230958224652,50.17,2.83,1.93,-0.1609290594590473,212.174
2009-03-06,0.121605318978557,49.33,2.83,1.92,-0.1609290594590473,212.174
2009-03-09,-1.0023669901070842,49.68,2.89,1.93,-0.1609290594590473,212.174
2009-03-10,6.366302222212594,44.37,2.99,1.98,-0.1609290594590473,212.174
2009-03-11,0.2445816877900686,43.61,2.95,1.92,-0.1609290594590473,212.174
2009-03-12,4.072863130673077,41.18,2.89,1.86,-0.1609290594590473,212.174
2009-03-13,0.7739027671590959,42.36,2.89,1.91,-0.1609290594590473,212.174
2009-03-16,-0.3515925170114675,43.74,2.97,1.97,-0.1609290594590473,212.174
2009-03-17,3.2139940837456527,40.8,3.02,1.97,-0.1609290594590473,212.174
2009-03-18,2.085794038271138,40.06,2.51,1.69,0.205107940405802,213.007
2009-03-19,-1.2979162680767709,43.68,2.61,1.74,0.205107940405802,213.007
2009-03-20,-1.976940007446848,45.89,2.65,1.76,0.205107940405802,213.007
2009-03-23,7.0757548647492285,43.23,2.68,1.75,0.205107940405802,213.007
2009-03-24,-2.041509276947884,42.93,2.68,1.75,0.205107940405802,213.007
2009-03-25,0.9626370531222062,42.25,2.81,1.85,0.205107940405802,213.007
2009-03-26,2.332036707485252,40.36,2.76,1.86,0.205107940405802,213.007
2009-03-27,-2.0315519064124654,41.04,2.78,1.88,0.205107940405802,213.007
2009-03-30,-3.4818703654097893,45.54,2.73,1.89,0.205107940405802,213.007
2009-03-31,1.3129614663131228,44.14,2.71,1.9,0.205107940405802,213.007
2009-04-01,1.655660953977356,42.28,2.68,1.85,0.205107940405802,213.007
2009-04-02,2.8727113604116505,42.04,2.77,1.89,0.205107940405802,213.007
2009-04-03,0.973177097925304,39.7,2.91,1.95,0.205107940405802,213.007
2009-04-06,-0.8332367396142404,40.93,2.95,2.01,0.205107940405802,213.007
2009-04-07,-2.385454246862917,40.39,2.93,2.02,0.205107940405802,213.007
2009-04-08,1.1783441230339475,38.85,2.86,1.93,0.205107940405802,213.007
2009-04-09,3.80532568665477,36.53,2.96,2.0,0.205107940405802,213.007
2009-04-13,0.2533369426941823,37.81,2.88,1.99,0.205107940405802,213.007
2009-04-14,-2.006449158715151,37.67,2.8,1.94,0.205107940405802,213.007
2009-04-15,1.2549016706588034,36.17,2.82,1.96,0.0672716410046625,212.714
2009-04-16,1.5538800404093056,35.79,2.86,1.95,0.0672716410046625,212.714
2009-04-17,0.4969360746134077,33.94,2.98,1.99,0.0672716410046625,212.714
2009-04-20,-4.278974468970964,39.18,2.88,1.95,-0.275197959690765,212.714
2009-04-21,2.1252059887909347,37.14,2.94,1.98,-0.275197959690765,212.714
2009-04-22,-0.7681664273476052,38.1,2.98,1.98,-0.275197959690765,212.714
2009-04-23,0.9922346320087704,37.15,2.96,1.99,-0.275197959690765,212.714
2009-04-24,1.6797349335216705,36.82,3.03,2.04,-0.275197959690765,212.714
2009-04-27,-1.00665768903615,38.32,2.95,2.05,-0.275197959690765,212.714
2009-04-28,-0.2740535497347762,37.95,3.05,2.1,-0.275197959690765,212.714
2009-04-29,2.1610040324914648,36.08,3.12,2.18,-0.275197959690765,212.714
2009-04-30,-0.0950067620446359,36.5,3.16,2.25,-0.275197959690765,212.714
2009-05-01,0.5396388659423046,35.3,3.21,2.29,-0.275197959690765,212.714
2009-05-04,3.386813980494785,34.53,3.19,2.25,-0.275197959690765,212.714
2009-05-05,-0.3791722673641806,33.36,3.2,2.22,-0.275197959690765,212.714
2009-05-06,1.740433914180306,32.45,3.18,2.22,-0.275197959690765,212.714
2009-05-07,-1.3202412386380091,33.44,3.29,2.29,-0.275197959690765,212.714
2009-05-08,2.4068995104353563,32.05,3.29,2.29,-0.275197959690765,212.714
2009-05-11,-2.151242496964101,32.87,3.17,2.25,-0.275197959690765,212.714
2009-05-12,-0.0978855591479255,31.8,3.17,2.27,-0.275197959690765,212.714
2009-05-13,-2.689491201893024,33.65,3.11,2.22,-0.275197959690765,212.714
2009-05-14,1.0351643351174775,31.37,3.1,2.23,-0.275197959690765,212.714
2009-05-15,-1.141008247711417,33.12,3.14,2.26,-0.295357265085483,212.671
2009-05-18,3.0389200051489373,30.24,3.22,2.29,-0.5015368924362495,212.671
2009-05-19,-0.1736835971552275,28.8,3.25,2.34,-0.5015368924362495,212.671
2009-05-20,-0.5131461524926495,29.03,3.19,2.32,-0.5015368924362495,212.671
2009-05-21,-1.6757561517510733,31.35,3.35,2.46,-0.5015368924362495,212.671
2009-05-22,-0.149721056843366,32.63,3.45,2.53,-0.5015368924362495,212.671
2009-05-26,2.630216131887675,30.62,3.5,2.54,-0.5015368924362495,212.671
2009-05-27,-1.8971163431981573,32.36,3.71,2.75,-0.5015368924362495,212.671
2009-05-28,1.5418918738823617,31.67,3.67,2.7,-0.5015368924362495,212.671
2009-05-29,1.3574757481119135,28.92,3.47,2.55,-0.5015368924362495,212.671
2009-06-01,2.58175904547322,30.04,3.71,2.74,-0.5015368924362495,212.671
2009-06-02,0.1983301119848457,29.63,3.65,2.69,-0.5015368924362495,212.671
2009-06-03,-1.3739209309357014,31.02,3.56,2.65,-0.5015368924362495,212.671
2009-06-04,1.148365683747543,30.18,3.72,2.76,-0.5015368924362495,212.671
2009-06-05,-0.2514690344346815,29.62,3.84,2.52,-0.5015368924362495,212.671
2009-06-08,-0.1010554499986549,29.77,3.91,2.49,-0.5015368924362495,212.671
2009-06-09,0.3503181608735195,28.27,3.86,2.53,-0.5015368924362495,212.671
2009-06-10,-0.3480330939390152,28.46,3.98,2.6,-0.5015368924362495,212.671
2009-06-11,0.6111899148334876,28.11,3.88,2.53,-0.5015368924362495,212.671
2009-06-12,0.1396995738927264,28.15,3.81,2.51,-0.5015368924362495,212.671
2009-06-15,-2.3768561680042266,30.81,3.76,2.5,-0.5015368924362495,212.671
2009-06-16,-1.2720305257724385,32.68,3.67,2.44,-0.5015368924362495,212.671
2009-06-17,-0.1381568221481388,31.54,3.68,2.49,-1.0486584980384128,212.876
2009-06-18,0.8410990281999098,30.03,3.86,2.58,-1.0486584980384128,212.876
2009-06-19,0.3114197291689047,27.99,3.79,2.54,-1.0486584980384128,212.876
2009-06-22,-3.0600396251826645,31.17,3.72,2.55,-1.0486584980384128,212.876
2009-06-23,0.2306724905131396,30.58,3.65,2.51,-1.0486584980384128,212.876
2009-06-24,0.6524440861084724,29.05,3.72,2.53,-1.0486584980384128,212.876
2009-06-25,2.1444277390130884,26.36,3.55,2.43,-1.0486584980384128,212.876
2009-06-26,-0.1477827284822375,25.93,3.52,2.42,-1.0486584980384128,212.876
2009-06-29,0.9065138571521024,25.35,3.51,2.4,-1.0486584980384128,212.876
2009-06-30,-0.8530756458643096,26.35,3.53,2.42,-1.0486584980384128,212.876
2009-07-01,0.4361930267673175,26.22,3.55,2.5,-1.0486584980384128,212.876
2009-07-02,-2.9144546025377416,27.95,3.51,2.53,-1.0486584980384128,212.876
2009-07-06,0.2565748016350566,29.0,3.52,2.56,-1.0486584980384128,212.876
2009-07-07,-1.9683485382449015,30.85,3.47,2.49,-1.0486584980384128,212.876
2009-07-08,-0.1668537608706111,31.3,3.33,2.42,-1.0486584980384128,212.876
2009-07-09,0.3547222617954038,29.78,3.44,2.5,-1.0486584980384128,212.876
2009-07-10,-0.402182877421664,29.02,3.32,2.41,-1.0486584980384128,212.876
2009-07-13,2.4933721734452963,26.31,3.38,2.46,-1.0486584980384128,212.876
2009-07-14,0.5316063622877065,25.02,3.5,2.53,-1.0486584980384128,212.876
2009-07-15,2.962991811422233,25.89,3.63,2.6,-0.3128311920123416,214.459
2009-07-16,0.8641760970416357,25.42,3.59,2.59,-0.3128311920123416,214.459
2009-07-17,-0.0382661899461567,24.34,3.67,2.65,-0.3128311920123416,214.459
2009-07-20,1.143154888894049,24.4,3.61,2.62,-1.35416714580755,214.459
2009-07-21,0.3627277227424175,23.87,3.5,2.54,-1.35416714580755,214.459
2009-07-22,-0.053427659965044,23.47,3.58,2.6,-1.35416714580755,214.459
2009-07-23,2.3289664838582524,23.43,3.72,2.64,-1.35416714580755,214.459
2009-07-24,0.3042161453180592,23.09,3.7,2.65,-1.35416714580755,214.459
2009-07-27,0.298182595126617,24.28,3.75,2.67,-1.35416714580755,214.459
2009-07-28,-0.2606444417198372,25.01,3.72,2.6,-1.35416714580755,214.459
2009-07-29,-0.4562963930304753,25.61,3.69,2.52,-1.35416714580755,214.459
2009-07-30,1.189558047020256,25.4,3.67,2.48,-1.35416714580755,214.459
2009-07-31,0.0739782588041526,25.92,3.52,2.39,-1.35416714580755,214.459
2009-08-03,1.5342107904679605,25.56,3.66,2.48,-1.35416714580755,214.459
2009-08-04,0.3012097699592653,24.89,3.7,2.5,-1.35416714580755,214.459
2009-08-05,-0.2913591845875696,24.9,3.8,2.57,-1.35416714580755,214.459
2009-08-06,-0.5624654717235167,25.67,3.79,2.57,-1.35416714580755,214.459
2009-08-07,1.3439205629671047,24.76,3.89,2.57,-1.35416714580755,214.459
2009-08-10,-0.334494987346956,24.99,3.8,2.56,-1.35416714580755,214.459
2009-08-11,-1.2660113503211945,25.99,3.71,2.5,-1.35416714580755,214.459
2009-08-12,1.1525139291026054,25.45,3.72,2.54,-1.35416714580755,214.459
2009-08-13,0.68800100684554,24.71,3.59,2.47,-1.35416714580755,214.459
2009-08-14,-0.8531349698250423,24.27,3.55,2.48,-1.3495673932742425,214.469
2009-08-17,-2.426081898553223,27.89,3.48,2.44,-1.3495673932742425,214.469
2009-08-18,1.014565506778764,26.18,3.51,2.45,-2.149821380502881,214.469
2009-08-19,0.6860912404894393,26.26,3.45,2.44,-2.149821380502881,214.469
2009-08-20,1.0948731413161106,25.09,3.42,2.39,-2.149821380502881,214.469
2009-08-21,1.8622760114512584,25.01,3.56,2.43,-2.149821380502881,214.469
2009-08-24,-0.054579691762735,25.14,3.48,2.43,-2.149821380502881,214.469
2009-08-25,0.236946657780912,24.92,3.45,2.4,-2.149821380502881,214.469
2009-08-26,0.0116726767692032,24.95,3.44,2.38,-2.149821380502881,214.469
2009-08-27,0.2781762211750971,24.68,3.47,2.43,-2.149821380502881,214.469
2009-08-28,-0.1988328383331405,24.76,3.46,2.45,-2.149821380502881,214.469
2009-08-31,-0.8076407685613796,26.01,3.4,2.43,-2.149821380502881,214.469
2009-09-01,-2.2123823948061228,29.15,3.38,2.46,-2.149821380502881,214.469
2009-09-02,-0.3296439120451411,28.9,3.29,2.4,-2.149821380502881,214.469
2009-09-03,0.8534797923473336,27.1,3.33,2.42,-2.149821380502881,214.469
2009-09-04,1.3117533499250822,25.26,3.45,2.51,-2.149821380502881,214.469
2009-09-08,0.8844933115342624,25.62,3.47,2.54,-2.149821380502881,214.469
2009-09-09,0.7782385584753415,24.32,3.48,2.55,-2.149821380502881,214.469
2009-09-10,1.042222977456264,23.55,3.36,2.46,-2.149821380502881,214.469
2009-09-11,-0.135042634120508,24.15,3.34,2.44,-2.149821380502881,214.469
2009-09-14,0.6339115087676817,23.86,3.42,2.48,-2.149821380502881,214.469
2009-09-15,0.3135341423813997,23.42,3.47,2.51,-2.149821380502881,214.469
2009-09-16,1.5323527552882463,23.69,3.48,2.47,-1.7122834552265045,215.428
2009-09-17,-0.3059638741504833,23.65,3.42,2.44,-1.7122834552265045,215.428
2009-09-18,0.2637339270669114,23.92,3.49,2.46,-1.577119883040934,215.428
2009-09-21,-0.340729615469959,24.06,3.49,2.47,-1.577119883040934,215.428
2009-09-22,0.6574868761175523,23.08,3.46,2.44,-1.577119883040934,215.428
2009-09-23,-1.0068528001755062,23.49,3.44,2.48,-1.577119883040934,215.428
2009-09-24,-0.951102950102567,24.95,3.4,2.47,-1.577119883040934,215.428
2009-09-25,-0.6090736629573268,25.61,3.34,2.36,-1.577119883040934,215.428
2009-09-28,1.7809586069224448,24.88,3.31,2.33,-1.577119883040934,215.428
2009-09-29,-0.2229576436747593,25.19,3.31,2.31,-1.577119883040934,215.428
2009-09-30,-0.3328301020761093,25.61,3.31,2.36,-1.577119883040934,215.428
2009-10-01,-2.5759622356647194,28.27,3.21,2.34,-1.577119883040934,215.428
2009-10-02,-0.4505524841904806,28.68,3.24,2.36,-1.577119883040934,215.428
2009-10-05,1.4875001786029074,26.84,3.24,2.36,-1.577119883040934,215.428
2009-10-06,1.3705486324313787,25.7,3.27,2.36,-1.577119883040934,215.428
2009-10-07,0.2711606332490124,24.68,3.21,2.34,-1.577119883040934,215.428
2009-10-08,0.7469907470196047,24.18,3.27,2.37,-1.577119883040934,215.428
2009-10-09,0.5640659492242017,23.12,3.4,2.42,-1.577119883040934,215.428
2009-10-13,-0.2787612004698681,22.99,3.34,2.43,-1.577119883040934,215.428
2009-10-14,1.75458950913443,22.86,3.45,2.49,-1.577119883040934,215.428
2009-10-15,0.4157468710554335,21.72,3.49,2.52,-1.411275584795324,215.791
2009-10-16,-0.8098056110305896,21.43,3.43,2.46,-1.411275584795324,215.791
2009-10-19,0.9405321384581278,21.49,3.41,2.42,-1.411275584795324,215.791
2009-10-20,-0.6239104637617676,20.9,3.35,2.4,-1.3810879609529536,215.791
2009-10-21,-0.8853806079326398,22.22,3.42,2.42,-1.3810879609529536,215.791
2009-10-22,1.0643618925255227,20.69,3.44,2.47,-1.3810879609529536,215.791
2009-10-23,-1.2178549173757158,22.27,3.51,2.47,-1.3810879609529536,215.791
2009-10-26,-1.171732558366989,24.31,3.59,2.53,-1.3810879609529536,215.791
2009-10-27,-0.331779104380614,24.83,3.49,2.5,-1.3810879609529536,215.791
2009-10-28,-1.9540937765275768,27.91,3.44,2.49,-1.3810879609529536,215.791
2009-10-29,2.251995469034007,24.76,3.53,2.55,-1.3810879609529536,215.791
2009-10-30,-2.806468784310845,30.69,3.41,2.51,-1.3810879609529536,215.791
2009-11-02,0.6456406503505763,29.78,3.45,2.53,-1.3810879609529536,215.791
2009-11-03,0.2426002306141983,28.81,3.5,2.58,-1.3810879609529536,215.791
2009-11-04,0.1042620392645909,27.72,3.57,2.66,-1.3810879609529536,215.791
2009-11-05,1.923555172748448,25.43,3.57,2.67,-1.3810879609529536,215.791
2009-11-06,0.250325223656711,24.19,3.54,2.68,-1.3810879609529536,215.791
2009-11-09,2.2238760067974983,23.15,3.52,2.65,-1.3810879609529536,215.791
2009-11-10,-0.0063990093931431,22.84,3.5,2.65,-1.3810879609529536,215.791
2009-11-12,-1.0259368991689557,24.24,3.45,2.63,-1.3810879609529536,215.791
2009-11-13,0.5739294259246241,23.36,3.43,2.61,-1.3810879609529536,215.791
2009-11-16,1.4467634197192325,22.89,3.33,2.55,-1.3810879609529536,215.791
2009-11-17,0.091940630672016,22.41,3.33,2.55,-1.3810879609529536,215.791
2009-11-18,-0.0468241125159529,21.63,3.36,2.59,-1.1096232856365962,216.385
2009-11-19,-1.3425863902056911,22.63,3.35,2.62,-1.1096232856365962,216.385
2009-11-20,-0.321492323752004,22.19,3.36,2.61,-1.1096232856365962,216.385
2009-11-23,1.3615775701478094,21.16,3.37,2.6,-0.1499700059988118,216.385
2009-11-24,-0.0533307262005178,20.47,3.32,2.59,-0.1499700059988118,216.385
2009-11-25,0.4504120073066664,20.48,3.28,2.55,-0.1499700059988118,216.385
2009-11-27,-1.7233475202623416,24.85,3.21,2.53,-0.1499700059988118,216.385
2009-11-30,0.3792993692547375,24.51,3.21,2.54,-0.1499700059988118,216.385
2009-12-01,1.2075226499629332,21.92,3.28,2.61,-0.1499700059988118,216.385
2009-12-02,0.0342698706628841,21.12,3.32,2.6,-0.1499700059988118,216.385
2009-12-03,-0.8402100871871099,22.46,3.39,2.65,-0.1499700059988118,216.385
2009-12-04,0.5509433669106611,21.25,3.48,2.64,-0.1499700059988118,216.385
2009-12-07,-0.2468381450804302,22.1,3.44,2.66,-0.1499700059988118,216.385
2009-12-08,-1.0251582681849114,23.69,3.4,2.67,-0.1499700059988118,216.385
2009-12-09,0.3672372090776976,22.66,3.45,2.69,-0.1499700059988118,216.385
2009-12-10,0.5839705004064388,22.32,3.49,2.71,-0.1499700059988118,216.385
2009-12-11,0.3683094011583732,21.59,3.55,2.72,-0.1499700059988118,216.385
2009-12-14,0.6959401066516824,21.15,3.56,2.69,-0.1499700059988118,216.385
2009-12-15,-0.5546967284989268,21.49,3.6,2.72,-0.1499700059988118,216.385
2009-12-16,0.1128230068146551,20.54,3.61,2.76,0.2491809330441574,217.25
2009-12-17,-1.1810614167124256,22.51,3.5,2.73,0.2491809330441574,217.25
2009-12-18,0.5829880031232637,21.68,3.55,2.73,1.966582183422516,217.25
2009-12-21,1.0503758317892853,20.49,3.69,2.8,1.966582183422516,217.25
2009-12-22,0.3563547892036833,19.54,3.76,2.81,1.966582183422516,217.25
2009-12-23,0.22986585608189,19.71,3.77,2.81,1.966582183422516,217.25
2009-12-24,0.5256172933982839,19.47,3.82,2.82,1.966582183422516,217.25
2009-12-28,0.1154080721065264,19.93,3.85,2.76,1.966582183422516,217.25
2009-12-29,-0.1401051697984989,20.01,3.82,2.73,1.966582183422516,217.25
2009-12-30,0.0195429571106409,19.96,3.8,2.72,1.966582183422516,217.25
2009-12-31,-1.004959776792158,21.68,3.85,2.71,1.966582183422516,217.25
2010-01-04,1.604341766668682,20.04,3.85,2.76,1.966582183422516,217.25
2010-01-05,0.3115675625823266,19.35,3.77,2.76,1.966582183422516,217.25
2010-01-06,0.0545520630110152,19.16,3.85,2.84,1.966582183422516,217.25
2010-01-07,0.400120187417663,19.06,3.85,2.82,1.966582183422516,217.25
2010-01-08,0.288172729142877,18.13,3.83,2.87,1.966582183422516,217.25
2010-01-11,0.1746755431637492,17.55,3.85,2.9,1.966582183422516,217.25
2010-01-12,-0.9381166148364262,18.25,3.74,2.82,1.966582183422516,217.25
2010-01-13,0.8325925658531075,17.85,3.8,2.83,1.966582183422516,217.25
2010-01-14,0.2426425438374568,17.63,3.76,2.82,1.966582183422516,217.25
2010-01-15,-1.0823130159869354,17.91,3.7,2.81,2.103163428142296,217.541
2010-01-19,1.2499626599363545,17.58,3.73,2.8,2.103163428142296,217.541
2010-01-20,-1.0597829662970737,18.68,3.68,2.76,2.103163428142296,217.541
2010-01-21,-1.894490338978838,22.27,3.62,2.75,2.861128185729811,217.541
2010-01-22,-2.2140988764300484,27.31,3.62,2.78,2.861128185729811,217.541
2010-01-25,0.4598098012701168,25.41,3.66,2.8,2.861128185729811,217.541
2010-01-26,-0.4203199573680982,24.55,3.65,2.78,2.861128185729811,217.541
2010-01-27,0.4880152210944954,23.14,3.66,2.76,2.861128185729811,217.541
2010-01-28,-1.1817740959567224,23.73,3.68,2.81,2.861128185729811,217.541
2010-01-29,-0.9829173828039272,24.62,3.63,2.81,2.861128185729811,217.541
2010-02-01,1.4266108894671836,22.59,3.68,2.82,2.861128185729811,217.541
2010-02-02,1.297294837718499,21.48,3.67,2.81,2.861128185729811,217.541
2010-02-03,-0.547431142933863,21.6,3.73,2.85,2.861128185729811,217.541
2010-02-04,-3.1140677888039425,26.08,3.62,2.82,2.861128185729811,217.541
2010-02-05,0.2897118921960873,26.11,3.59,2.82,2.861128185729811,217.541
2010-02-08,-0.886329049344714,26.51,3.62,2.83,2.861128185729811,217.541
2010-02-09,1.3040132316577413,26.0,3.67,2.83,2.861128185729811,217.541
2010-02-10,-0.2232573520188796,25.4,3.72,2.81,2.861128185729811,217.541
2010-02-11,0.9680437561949252,23.96,3.73,2.82,2.861128185729811,217.541
2010-02-12,-0.2744592819371894,22.73,3.69,2.85,2.861128185729811,217.541
2010-02-16,1.800074864554846,22.25,3.66,2.84,2.861128185729811,217.541
2010-02-17,0.4237959455579698,21.72,3.74,2.87,2.711239302094648,217.224
2010-02-18,0.6584742448973557,20.63,3.79,2.89,2.711239302094648,217.224
2010-02-19,0.2186622042297248,20.02,3.78,2.83,2.882878623102747,217.587
2010-02-22,-0.1045857833990249,19.94,3.8,2.89,2.8405734082627143,217.587
2010-02-23,-1.210280959693144,21.37,3.69,2.82,2.8405734082627143,217.587
2010-02-24,0.972045942422195,20.27,3.7,2.83,2.551207970816405,217.587
2010-02-25,-0.2081040179913507,20.1,3.64,2.82,2.551207970816405,217.587
2010-02-26,0.1405379177898513,19.5,3.61,2.8,2.551207970816405,217.587
2010-03-01,1.015850827289455,19.26,3.61,2.81,2.551207970816405,217.587
2010-03-02,0.2330442271990751,19.06,3.62,2.82,2.551207970816405,217.587
2010-03-03,0.0429201602061501,18.83,3.63,2.81,2.551207970816405,217.587
2010-03-04,0.3736118033485169,18.72,3.61,2.75,2.551207970816405,217.587
2010-03-05,1.4007480947064943,17.42,3.69,2.78,2.551207970816405,217.587
2010-03-08,-0.0175596013391565,17.79,3.72,2.82,2.551207970816405,217.587
2010-03-09,0.1712737085529214,17.92,3.71,2.82,2.551207970816405,217.587
2010-03-10,0.452455995494172,18.57,3.73,2.81,2.551207970816405,217.587
2010-03-11,0.4041519314613495,18.06,3.73,2.76,2.551207970816405,217.587
2010-03-12,-0.0217345947039371,17.58,3.71,2.74,2.551207970816405,217.587
2010-03-15,0.0452194832708086,18.0,3.71,2.75,2.551207970816405,217.587
2010-03-16,0.7779116301385613,17.69,3.66,2.73,2.551207970816405,217.587
2010-03-17,0.5821675803744153,16.91,3.65,2.7,2.551207970816405,217.587
2010-03-18,-0.0325846027337206,16.62,3.68,2.7,2.5530932159454123,217.591
2010-03-19,-0.5086446449439896,16.97,3.7,2.68,2.5530932159454123,217.591
2010-03-22,0.5095296193887933,16.87,3.67,2.66,2.152041951672956,217.591
2010-03-23,0.7170966908320198,16.35,3.69,2.67,2.152041951672956,217.591
2010-03-24,-0.5493304207041971,17.55,3.84,2.76,2.152041951672956,217.591
2010-03-25,-0.1704167338318907,18.4,3.91,2.81,2.152041951672956,217.591
2010-03-26,0.0737722599547963,17.77,3.86,2.82,2.152041951672956,217.591
2010-03-29,0.5683234964352302,17.59,3.88,2.84,2.152041951672956,217.591
2010-03-30,0.0042659372815556,17.13,3.88,2.82,2.152041951672956,217.591
2010-03-31,-0.327287474868454,17.59,3.84,2.82,2.152041951672956,217.591
2010-04-01,0.7413801148249854,17.47,3.89,2.84,2.152041951672956,217.591
2010-04-05,0.7927990844467381,17.02,4.01,2.83,2.152041951672956,217.591
2010-04-06,0.1684295710679517,16.23,3.98,2.84,2.152041951672956,217.591
2010-04-07,-0.5876707172041695,16.62,3.89,2.83,2.152041951672956,217.591
2010-04-08,0.3374341747336196,16.48,3.91,2.82,2.152041951672956,217.591
2010-04-09,0.668390656297202,16.14,3.9,2.82,2.152041951672956,217.591
2010-04-12,0.1766609476283376,15.58,3.87,2.8,2.152041951672956,217.591
2010-04-13,0.0685400819705916,16.2,3.84,2.77,2.152041951672956,217.591
2010-04-14,1.1150066851666862,15.59,3.88,2.81,2.216828554930128,217.729
2010-04-15,0.0842538727691799,15.89,3.86,2.82,2.216828554930128,217.729
2010-04-16,-1.6126534744455467,18.36,3.79,2.81,2.216828554930128,217.729
2010-04-19,0.4521331252766547,17.34,3.83,2.82,2.3576257322038163,217.729
2010-04-20,0.8058340784849571,15.73,3.82,2.77,2.3576257322038163,217.729
2010-04-21,-0.1018996905392199,16.32,3.77,2.74,2.3576257322038163,217.729
2010-04-22,0.2263879356942943,16.47,3.8,2.73,2.3576257322038163,217.729
2010-04-23,0.7123520099379554,16.62,3.84,2.74,2.3576257322038163,217.729
2010-04-26,-0.4296448099761374,17.47,3.83,2.74,2.3576257322038163,217.729
2010-04-27,-2.338194525714987,22.81,3.71,2.68,2.3576257322038163,217.729
2010-04-28,0.6462752419523099,21.08,3.8,2.77,2.3576257322038163,217.729
2010-04-29,1.2943228020842137,18.44,3.76,2.75,2.3576257322038163,217.729
2010-04-30,-1.6647680109796337,22.05,3.69,2.72,2.3576257322038163,217.729
2010-05-03,1.3120586781854904,20.19,3.72,2.72,2.3576257322038163,217.729
2010-05-04,-2.383846584506677,23.84,3.63,2.67,2.3576257322038163,217.729
2010-05-05,-0.6586554728659322,24.91,3.58,2.7,2.3576257322038163,217.729
2010-05-06,-3.2353496411350324,32.8,3.41,2.66,2.3576257322038163,217.729
2010-05-07,-1.5308264998017185,40.95,3.45,2.62,2.3576257322038163,217.729
